setup_id,rank,sharpe_lb,sharpe_median,calmar,sortino,max_drawdown,support,annualized_return,volatility,first_trigger_date,last_trigger_date,sharpe_1d,sharpe_3d,sharpe_5d,sharpe_10d,sharpe_21d,description,signal_ids
SETUP_0091,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,PEPS US Equity_frac_diff_px is_low AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_00508, SIG_00014"
SETUP_0092,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,XLE US Equity_realized_vol_21d z_breakout_pos AND PEPS US Equity_frac_diff_px is_low,"SIG_00014, SIG_00508"
SETUP_0093,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,XLE US Equity_realized_vol_21d z_breakout_pos AND PEPS US Equity_frac_diff_px is_low,"SIG_00014, SIG_00508"
SETUP_0094,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,XLE US Equity_realized_vol_21d z_breakout_pos AND PEPS US Equity_frac_diff_px is_low,"SIG_00014, SIG_00508"
SETUP_0095,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,PEPS US Equity_frac_diff_px is_low AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_00508, SIG_00014"
SETUP_0096,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,PEPS US Equity_frac_diff_px is_low AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_00508, SIG_00014"
SETUP_0097,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,PEPS US Equity_frac_diff_px is_low AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_00508, SIG_00014"
SETUP_0098,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,XLE US Equity_realized_vol_21d z_breakout_pos AND PEPS US Equity_frac_diff_px is_low,"SIG_00014, SIG_00508"
SETUP_0099,1,0.0000,0.0000,14275354523.7765,0.0000,-0.0004,12.0000,5921073.8818,0.5332,2025-04-04,2025-04-23,3.5911,12.2519,14.8288,32.3133,62.6069,XLE US Equity_realized_vol_21d z_breakout_pos AND PEPS US Equity_frac_diff_px is_low,"SIG_00014, SIG_00508"
SETUP_0004,1,0.0000,0.0000,605005114.5702,0.0000,-0.0016,16.0000,987721.7425,0.5352,2025-04-04,2025-08-04,3.8639,12.8499,15.1911,28.1689,47.5559,PEPS US Equity_frac_diff_px is_low AND BMY US Equity_realized_vol_21d is_high,"SIG_00508, SIG_00481"
SETUP_0014,1,0.0000,0.0000,81316228.2236,0.0000,-0.0047,28.0000,379552.2861,0.5431,2020-03-17,2023-10-26,1.6643,6.6731,11.5366,20.1158,42.1709,NDX Index_px_zscore_30d is_low AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00647, SIG_00889"
SETUP_0015,1,0.0000,0.0000,81316228.2236,0.0000,-0.0047,28.0000,379552.2861,0.5431,2020-03-17,2023-10-26,1.6643,6.6731,11.5366,20.1158,42.1709,NDX Index_px_zscore_30d is_low AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00647, SIG_00889"
SETUP_0016,1,0.0000,0.0000,41851491.3224,0.0000,-0.0003,39.0000,13752.3706,0.5933,2020-03-17,2024-06-13,2.7607,7.1007,13.3115,16.0645,17.6323,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLE US Equity_realized_vol_21d z_breakout_pos,"SIG_00889, SIG_00014"
SETUP_0017,1,0.0000,0.0000,41851491.3224,0.0000,-0.0003,39.0000,13752.3706,0.5933,2020-03-17,2024-06-13,2.7607,7.1007,13.3115,16.0645,17.6323,XLE US Equity_realized_vol_21d z_breakout_pos AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00014, SIG_00889"
