setup_id,fold,rank,sharpe_lb,sharpe_median,omega_ratio,support,best_performing_ticker,entry_direction,annualized_return,volatility,max_drawdown,first_trigger_date,last_trigger_date,description,signal_ids
SETUP_0014,1,1,24.1671,30.7897,70.6120,67.0000,AMD US Equity,long,0.0000,0.1411,-0.0124,2018-07-16,2020-12-21,XLV US Equity_px_zscore_90d is_very_high_z AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00100, SIG_00984"
SETUP_0012,1,1,21.9343,26.8669,999.0000,60.0000,TSLA US Equity,long,0.0000,0.1818,0.0000,2019-01-28,2020-12-30,XLV US Equity_vol_turnover_zscore_60d is_low AND EEM US Equity_px_zscore_90d is_high,"SIG_00103, SIG_00801"
SETUP_0008,1,1,21.3144,30.4410,1819.7912,41.0000,PLTR US Equity,long,0.0000,0.1775,-0.0004,2018-06-07,2020-11-09,HG1 Comdty_px_zscore_90d is_very_high_z AND MSFT US Equity_px_zscore_90d is_very_high_z,"SIG_00843, SIG_00285"
SETUP_0006,1,1,20.2968,26.6737,1870.4454,37.0000,PLTR US Equity,long,0.0000,0.1903,-0.0003,2018-08-09,2020-11-09,MSFT US Equity_px_zscore_90d is_very_high_z AND BMY US Equity_px_zscore_90d is_very_high_z,"SIG_00285, SIG_00475"
SETUP_0016,1,1,20.2657,25.1851,65.8306,93.0000,AMD US Equity,long,0.0000,0.1664,-0.0116,2018-04-11,2020-07-14,MSTR US Equity_realized_vol_21d is_low AND HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00571, SIG_01169"
SETUP_0015,1,1,19.9065,24.1602,468.8078,77.0000,PLTR US Equity,long,0.0000,0.2512,-0.0033,2019-02-07,2020-12-25,HG1 Comdty_px_zscore_90d is_very_high_z AND EEM US Equity_px_zscore_90d is_high,"SIG_00843, SIG_00801"
SETUP_0017,1,1,18.2884,23.8272,35.7704,105.0000,TSLA US Equity,long,0.0000,0.1946,-0.0370,2018-07-16,2020-12-21,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00984, SIG_00994"
SETUP_0009,1,1,17.9621,22.9205,3731.8992,46.0000,PLTR US Equity,long,0.0000,0.2633,-0.0003,2018-08-09,2020-11-18,BMY US Equity_px_zscore_90d is_very_high_z AND XLV US Equity_px_zscore_90d is_very_high_z,"SIG_00475, SIG_00100"
SETUP_0018,1,1,12.9194,19.3034,15.6045,110.0000,TSLA US Equity,long,0.0000,0.2301,-0.1170,2019-03-18,2020-12-30,EEM US Equity_px_zscore_90d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00801, SIG_00873"
SETUP_0019,1,1,11.8769,16.0686,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00889, SIG_00984"
SETUP_0020,1,1,10.0513,16.7384,6.8074,124.0000,TSLA US Equity,long,0.0000,0.2722,-0.1897,2018-08-16,2020-09-03,AAPL US Equity_px_zscore_90d is_high AND USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high,"SIG_00307, SIG_01111"
SETUP_0021,1,1,7.4362,11.9281,5.2883,125.0000,TSLA US Equity,long,0.0000,0.4455,-0.2003,2019-04-30,2020-09-11,USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high AND CL1 Comdty_vs_SPY US Equity_beta_px_60d is_high,"SIG_01111, SIG_01159"
SETUP_0022,1,1,6.7778,9.9128,6.6025,130.0000,TSLA US Equity,long,123.7839,0.5039,-0.1955,2018-02-07,2020-07-09,MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high AND JPM US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00956, SIG_00980"
SETUP_0023,1,1,5.8257,10.3542,5.3777,134.0000,TSLA US Equity,long,70.8256,0.4269,-0.2003,2019-03-18,2020-12-01,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND CL1 Comdty_vs_SPY US Equity_beta_px_60d is_high,"SIG_00873, SIG_01159"
SETUP_0024,1,1,3.4738,7.5315,3.1176,219.0000,TSLA US Equity,long,32.9543,0.5470,-0.7002,2018-08-16,2020-09-03,USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01111, SIG_00984"
SETUP_0025,2,1,57.3653,67.8715,999.0000,10.0000,AMD US Equity,long,0.0000,0.0959,0.0000,2020-07-07,2020-07-20,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XAU Curncy_realized_vol_21d is_low,"SIG_00889, SIG_00994, SIG_00862"
SETUP_0026,2,1,56.9109,88.4859,999.0000,13.0000,TSLA US Equity,long,0.0000,0.1007,0.0000,2019-11-28,2020-07-14,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND AMZN US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00994, SIG_00946"
SETUP_0027,2,1,46.7247,58.1634,999.0000,15.0000,AMD US Equity,long,0.0000,0.1248,0.0000,2020-07-07,2020-07-27,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XAU Curncy_realized_vol_21d is_low,"SIG_00889, SIG_00862"
SETUP_0028,2,1,45.3624,54.1579,999.0000,21.0000,AMD US Equity,long,0.0000,0.1264,0.0000,2018-08-14,2020-12-21,AMZN US Equity_vol_turnover_zscore_60d is_high AND TSLA US Equity_px_zscore_30d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00239, SIG_00207, SIG_00994"
SETUP_0030,2,1,34.5651,42.4183,999.0000,27.0000,TSLA US Equity,long,0.0000,0.1683,0.0000,2020-05-05,2020-08-04,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND WMT US Equity_vs_SPY US Equity_corr_px_20d z_breakout_neg,"SIG_00889, SIG_01046"
SETUP_0032,2,1,30.1277,37.5631,1121.1578,55.0000,PLTR US Equity,long,0.0000,0.1889,-0.0012,2019-11-18,2021-01-27,WMT US Equity_vs_SPY US Equity_corr_px_20d z_breakout_neg AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01046, SIG_00984"
SETUP_0033,2,1,24.2462,29.6909,126.9294,60.0000,TSLA US Equity,long,0.0000,0.1945,-0.0108,2018-07-16,2021-02-01,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00984, SIG_00994, SIG_01169"
SETUP_0034,2,1,24.0849,29.6498,106.3200,66.0000,TSLA US Equity,long,0.0000,0.1910,-0.0113,2018-08-08,2021-06-29,TSLA US Equity_px_zscore_30d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00207, SIG_00994"
SETUP_0035,2,1,22.6087,27.4295,830.9305,81.0000,AMD US Equity,long,0.0000,0.1558,-0.0012,2018-07-02,2020-07-14,HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XAU Curncy_realized_vol_21d is_low,"SIG_01169, SIG_00862"
SETUP_0036,2,1,21.6595,25.7911,89.4518,85.0000,TSLA US Equity,long,0.0000,0.2016,-0.0107,2018-07-16,2021-02-01,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00994, SIG_01169"
SETUP_0031,2,1,19.1733,23.0661,1468.1072,44.0000,TSLA US Equity,long,0.0000,0.5134,-0.0013,2020-03-17,2020-07-10,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND BMY US Equity_realized_vol_21d is_high,"SIG_00889, SIG_00481"
SETUP_0038,2,1,18.5368,23.6711,41.5871,111.0000,TSLA US Equity,long,0.0000,0.2117,-0.0369,2018-07-16,2021-02-01,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00994, SIG_00984"
SETUP_0037,2,1,15.7164,19.3077,43.4960,95.0000,TSLA US Equity,long,0.0000,0.4246,-0.0532,2020-03-17,2020-08-04,EEM US Equity_realized_vol_21d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00809, SIG_00889"
SETUP_0029,2,1,14.5213,19.2687,2492.5734,26.0000,PLTR US Equity,long,0.0000,0.2770,-0.0002,2019-01-07,2021-06-03,MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high AND LLY US Equity_vs_SPY US Equity_corr_px_20d z_breakout_pos,"SIG_00956, SIG_00974"
SETUP_0039,2,1,12.1490,16.4469,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00984, SIG_00889"
SETUP_0040,2,1,11.8508,16.1320,14.3135,142.0000,TSLA US Equity,long,645.1925,0.4225,-0.1858,2019-12-16,2021-01-11,SPX Index_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01079, SIG_00984"
SETUP_0041,2,1,3.7683,7.9844,3.6217,168.0000,PLTR US Equity,long,108.5469,0.6246,-0.5708,2018-10-29,2020-11-26,SPY US Equity_realized_vol_21d is_high AND SPX Index_realized_vol_21d is_high,"SIG_00152, SIG_00634"
SETUP_0042,3,1,50.3983,57.2181,999.0000,17.0000,AMD US Equity,long,0.0000,0.1212,0.0000,2020-06-30,2020-07-22,HG1 Comdty_px_zscore_90d is_very_high_z AND NKE US Equity_realized_vol_21d is_high,"SIG_00843, SIG_00523"
SETUP_0043,3,1,47.3674,54.3502,999.0000,19.0000,AMD US Equity,long,0.0000,0.1359,0.0000,2020-06-30,2020-07-24,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00889, SIG_00843"
SETUP_0046,3,1,43.1467,51.2382,999.0000,41.0000,AMD US Equity,long,0.0000,0.1328,0.0000,2019-11-08,2020-07-24,HG1 Comdty_px_zscore_90d is_very_high_z AND USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_01111"
SETUP_0049,3,1,41.0894,47.4561,999.0000,48.0000,TSLA US Equity,long,0.0000,0.1427,0.0000,2019-11-08,2021-01-11,HG1 Comdty_px_zscore_90d is_very_high_z AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_00984"
SETUP_0050,3,1,38.5274,45.7937,999.0000,49.0000,BTC Index,long,0.0000,0.1564,0.0000,2019-11-08,2020-12-24,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00994, SIG_00843"
SETUP_0051,3,1,28.6850,35.0784,999.0000,57.0000,TSLA US Equity,long,0.0000,0.1401,0.0000,2019-11-28,2021-08-11,XLV US Equity_realized_vol_21d is_low AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_00107, SIG_00333"
SETUP_0053,3,1,25.3101,31.1064,162.1826,62.0000,BTC Index,long,0.0000,0.2166,-0.0101,2020-05-28,2021-09-28,XLE US Equity_realized_vol_21d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00012, SIG_00994"
SETUP_0044,3,1,23.2615,31.7469,1609.1653,25.0000,TSLA US Equity,long,0.0000,0.1832,-0.0003,2019-01-18,2020-04-23,LLY US Equity_px_zscore_90d is_very_high_z AND MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00333, SIG_00956"
SETUP_0057,3,1,20.9944,26.1866,40.6565,104.0000,BTC Index,long,0.0000,0.2206,-0.0197,2019-03-21,2021-11-05,LLY US Equity_px_zscore_90d is_very_high_z AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00333, SIG_00937"
SETUP_0048,3,1,19.1621,24.8756,1067.0531,45.0000,BTC Index,long,0.0000,0.2297,-0.0005,2019-01-24,2021-09-27,XLV US Equity_vol_turnover_zscore_60d is_low AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00103, SIG_00994"
SETUP_0054,3,1,18.0580,22.2208,145.2380,76.0000,BTC Index,long,0.0000,0.1923,-0.0029,2019-03-21,2021-08-09,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLK US Equity_px_zscore_90d is_very_high_z,"SIG_00994, SIG_00030"
SETUP_0055,3,1,17.7207,21.4189,158.8201,81.0000,BTC Index,long,0.0000,0.2012,-0.0029,2019-03-21,2021-08-09,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLK US Equity_px_zscore_90d is_high,"SIG_00994, SIG_00028"
SETUP_0045,3,1,17.4724,23.7457,12799.4550,40.0000,AMD US Equity,long,0.0000,0.2445,-0.0001,2020-06-12,2021-07-23,NKE US Equity_realized_vol_21d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00523, SIG_00994"
SETUP_0052,3,1,17.4079,21.1714,193.7390,61.0000,TSLA US Equity,long,0.0000,0.4726,-0.0096,2020-03-17,2020-07-22,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND NKE US Equity_realized_vol_21d is_high,"SIG_00889, SIG_00523"
SETUP_0047,3,1,17.0491,20.8749,1126.0436,44.0000,TSLA US Equity,long,0.0000,0.4354,-0.0013,2019-03-25,2021-12-01,TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low AND MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00937, SIG_00956"
SETUP_0056,3,1,16.9885,21.7737,42.8926,94.0000,COIN US Equity,long,0.0000,0.3717,-0.0533,2020-03-16,2021-10-13,TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low AND XLE US Equity_realized_vol_21d is_high,"SIG_00937, SIG_00012"
SETUP_0058,3,1,16.4541,19.8553,49.2193,107.0000,TSLA US Equity,long,0.0000,0.4018,-0.0516,2020-03-17,2020-08-12,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLE US Equity_realized_vol_21d is_high,"SIG_00889, SIG_00012"
SETUP_0059,3,1,16.2490,20.4740,18.9727,127.0000,COIN US Equity,long,1871.4428,0.4332,-0.0692,2020-03-10,2021-10-05,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLE US Equity_realized_vol_21d is_high,"SIG_00984, SIG_00012"
SETUP_0060,3,1,13.9172,18.3748,19.2633,130.0000,BTC Index,long,105.7640,0.2593,-0.0577,2019-03-29,2021-09-28,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00873, SIG_00994"
SETUP_0061,3,1,9.1145,14.4164,6.8721,173.0000,COIN US Equity,long,511.6128,0.5096,-0.3774,2020-02-28,2021-10-13,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLE US Equity_realized_vol_21d is_high,"SIG_00873, SIG_00012"
SETUP_0062,3,1,8.1481,11.5472,6.3969,207.0000,TSLA US Equity,long,129.6671,0.4414,-0.2207,2019-04-26,2021-10-05,QQQ US Equity_vs_SPY US Equity_beta_px_60d is_low AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00922, SIG_00984"
SETUP_0064,3,1,6.4723,10.0439,4.7188,255.0000,TSLA US Equity,long,45.1543,0.4069,-0.3298,2019-03-29,2021-12-08,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00873, SIG_00937"
SETUP_0063,3,1,6.2563,10.1340,5.0056,211.0000,TSLA US Equity,long,49.3280,0.4101,-0.3379,2019-04-26,2021-10-05,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00984, SIG_00937"
SETUP_0065,3,1,3.4856,7.1931,3.1040,261.0000,TSLA US Equity,long,32.8634,0.5304,-0.6999,2019-04-26,2021-10-05,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00873, SIG_00984"
SETUP_0066,4,1,65.0110,93.2167,999.0000,10.0000,TSLA US Equity,long,0.0000,0.0962,0.0000,2020-01-01,2020-01-14,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND EEM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00994, SIG_01151"
SETUP_0067,4,1,47.5851,55.3290,999.0000,19.0000,AMD US Equity,long,0.0000,0.1359,0.0000,2020-06-30,2020-07-24,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00889, SIG_00843"
SETUP_0070,4,1,46.9014,51.7580,999.0000,38.0000,AMD US Equity,long,0.0000,0.1528,0.0000,2019-12-23,2021-10-21,NDX Index_vs_SPY US Equity_beta_px_60d is_low AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_01088, SIG_00843"
SETUP_0071,4,1,43.3150,51.2156,999.0000,41.0000,AMD US Equity,long,0.0000,0.1328,0.0000,2019-11-08,2020-07-24,HG1 Comdty_px_zscore_90d is_very_high_z AND C US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_00992"
SETUP_0072,4,1,31.2615,40.9088,999.0000,43.0000,AMD US Equity,long,0.0000,0.1722,0.0000,2019-11-08,2021-03-09,AMZN US Equity_vs_SPY US Equity_beta_px_60d is_low AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00945, SIG_00843"
SETUP_0074,4,1,31.2223,38.2750,999.0000,56.0000,TSLA US Equity,long,0.0000,0.1911,0.0000,2019-11-08,2021-10-22,HG1 Comdty_px_zscore_90d is_high AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00841, SIG_00937"
SETUP_0075,4,1,21.5610,35.9844,19.3480,65.0000,TSLA US Equity,long,0.0000,0.2678,-0.0854,2019-11-08,2022-04-07,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_px_zscore_90d is_high,"SIG_00994, SIG_00841"
SETUP_0069,4,1,19.5381,23.2623,1154.0253,37.0000,TSLA US Equity,long,0.0000,0.5391,-0.0015,2020-03-17,2020-05-28,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND BTC Index_realized_vol_21d is_high,"SIG_00889, SIG_00614"
SETUP_0073,4,1,19.3246,23.0212,1468.1072,44.0000,TSLA US Equity,long,0.0000,0.5134,-0.0013,2020-03-17,2020-07-10,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND BMY US Equity_realized_vol_21d is_high,"SIG_00889, SIG_00481"
SETUP_0077,4,1,18.4502,28.4972,25.5277,78.0000,BTC Index,long,0.0000,0.2348,-0.0800,2019-12-10,2021-10-21,HG1 Comdty_px_zscore_90d is_very_high_z AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_00873"
SETUP_0078,4,1,18.4415,22.8637,140.9755,82.0000,TSLA US Equity,long,0.0000,0.2290,-0.0080,2019-10-30,2021-08-17,AAPL US Equity_px_zscore_90d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00307, SIG_00994"
SETUP_0079,4,1,17.9514,24.1131,32.5487,106.0000,TSLA US Equity,long,0.0000,0.2426,-0.0389,2019-11-06,2021-09-28,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00994, SIG_00873"
SETUP_0076,4,1,17.6567,20.1780,239.6212,76.0000,TSLA US Equity,long,0.0000,0.4407,-0.0085,2020-03-17,2020-07-10,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND SPX Index_realized_vol_21d is_high,"SIG_00889, SIG_00634"
SETUP_0068,4,1,14.4504,20.1159,2139.0154,23.0000,PLTR US Equity,long,0.0000,0.2710,-0.0002,2019-08-15,2022-02-24,MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high AND LLY US Equity_vs_SPY US Equity_corr_px_20d z_breakout_pos,"SIG_00956, SIG_00974"
SETUP_0080,4,1,13.4535,20.5436,10.7268,112.0000,TSLA US Equity,long,0.0000,0.3075,-0.1672,2019-12-10,2022-01-13,HG1 Comdty_px_zscore_90d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00841, SIG_00873"
SETUP_0081,4,1,11.8582,16.6334,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00889, SIG_00873"
SETUP_0082,4,1,8.9358,13.5291,5.5417,136.0000,TSLA US Equity,long,82.2065,0.3708,-0.1891,2019-11-08,2022-04-06,HG1 Comdty_px_zscore_90d is_very_high_z AND HG1 Comdty_px_zscore_90d is_high,"SIG_00843, SIG_00841"
SETUP_0083,4,1,7.7440,10.8839,5.1225,262.0000,TSLA US Equity,long,96.8186,0.4498,-0.2678,2019-12-23,2021-12-07,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND NDX Index_vs_SPY US Equity_beta_px_60d is_low,"SIG_00873, SIG_01088"
SETUP_0084,5,1,39.9365,48.4992,999.0000,13.0000,TSLA US Equity,long,0.0000,0.1995,0.0000,2021-10-08,2021-10-27,EUR Curncy_realized_vol_21d is_low AND USGG10YR Index_px_zscore_90d is_high,"SIG_00790, SIG_00721"
SETUP_0085,5,1,35.9274,53.1455,999.0000,14.0000,MSTR US Equity,long,0.0000,0.1580,0.0000,2020-12-21,2021-01-25,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND USGG10YR Index_px_zscore_90d is_high,"SIG_00984, SIG_00721"
SETUP_0086,5,1,34.0232,40.7151,999.0000,41.0000,TSLA US Equity,long,0.0000,0.1703,0.0000,2020-05-05,2020-08-12,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND WMT US Equity_vs_SPY US Equity_corr_px_20d is_low,"SIG_00889, SIG_01044"
SETUP_0089,5,1,23.5889,35.2377,39.4861,61.0000,PLTR US Equity,long,0.0000,0.2230,-0.0403,2020-01-28,2021-01-27,WMT US Equity_vs_SPY US Equity_corr_px_20d is_low AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01044, SIG_00984"
SETUP_0087,5,1,19.4890,23.4513,1468.1072,44.0000,TSLA US Equity,long,0.0000,0.5134,-0.0013,2020-03-17,2020-07-10,BMY US Equity_realized_vol_21d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00481, SIG_00889"
SETUP_0090,5,1,17.9022,21.3358,201.5379,62.0000,TSLA US Equity,long,0.0000,0.4759,-0.0095,2020-03-16,2020-07-22,NKE US Equity_realized_vol_21d is_high AND SPX Index_vs_SPY US Equity_beta_px_60d is_high,"SIG_00523, SIG_01079"
SETUP_0094,5,1,16.9228,23.0298,29.1503,96.0000,BTC Index,long,0.0000,0.2525,-0.0390,2020-01-01,2021-09-28,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00873, SIG_00994"
SETUP_0093,5,1,16.5254,22.7793,51.2671,72.0000,BTC Index,long,0.0000,0.2502,-0.0197,2020-01-01,2022-11-10,LLY US Equity_px_zscore_90d is_high AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00331, SIG_00937"
SETUP_0091,5,1,15.4017,20.4842,70.7115,67.0000,BTC Index,long,0.0000,0.4002,-0.0172,2020-03-16,2021-08-24,BTC Index_realized_vol_21d is_high AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00614, SIG_00937"
SETUP_0088,5,1,15.2201,18.5378,372.2493,55.0000,TSLA US Equity,long,0.0000,0.5203,-0.0030,2020-03-16,2021-06-18,SPX Index_vs_SPY US Equity_beta_px_60d is_high AND BTC Index_realized_vol_21d is_high,"SIG_01079, SIG_00614"
