setup_id,fold,trigger_date,exit_date,ticker,horizon_days,direction,option_type,strike,entry_underlying,exit_underlying,entry_iv,exit_iv,entry_option_price,exit_option_price,contracts,capital_allocated,pnl_dollars,pnl_pct
SETUP_0000,1,2018-04-03,2018-04-10,AMD US Equity,5,long,call,9.550000,9.550000,9.980000,5.000000,5.000000,7.532089,7.731072,13,10000.000000,258.677566,0.025868
SETUP_0000,1,2018-04-03,2018-04-04,C US Equity,1,long,call,68.480000,68.480000,69.310000,5.000000,5.000000,54.010207,54.500654,1,10000.000000,49.044719,0.004904
SETUP_0000,1,2018-04-03,2018-04-04,JPM US Equity,1,long,call,109.330000,109.330000,110.990000,5.000000,5.000000,86.228620,87.310860,1,10000.000000,108.223952,0.010822
SETUP_0000,1,2018-04-03,2018-04-04,NKE US Equity,1,long,call,66.700000,66.700000,68.420000,5.000000,5.000000,52.606320,53.898887,1,10000.000000,129.256639,0.012926
SETUP_0000,1,2018-04-03,2018-04-04,XLE US Equity,1,long,call,67.470000,67.470000,67.380000,5.000000,5.000000,53.213620,52.886278,1,10000.000000,-32.734142,-0.003273
SETUP_0000,1,2018-04-09,2018-04-16,AMD US Equity,5,long,call,9.530000,9.530000,10.090000,5.000000,5.000000,7.516315,7.831233,13,10000.000000,409.392791,0.040939
SETUP_0000,1,2018-04-09,2018-04-10,C US Equity,1,long,call,69.440000,69.440000,70.510000,5.000000,5.000000,54.767359,55.468734,1,10000.000000,70.137439,0.007014
SETUP_0000,1,2018-04-09,2018-04-10,JPM US Equity,1,long,call,110.400000,110.400000,112.510000,5.000000,5.000000,87.072530,88.553043,1,10000.000000,148.051259,0.014805
SETUP_0000,1,2018-04-09,2018-04-10,NKE US Equity,1,long,call,67.180000,67.180000,67.000000,5.000000,5.000000,52.984896,52.578303,1,10000.000000,-40.659292,-0.004066
SETUP_0000,1,2018-04-09,2018-04-10,XLE US Equity,1,long,call,67.670000,67.670000,69.910000,5.000000,5.000000,53.371360,55.125572,1,10000.000000,175.421221,0.017542
SETUP_0000,1,2018-04-19,2018-04-26,AMD US Equity,5,long,call,10.110000,10.110000,11.040000,5.000000,5.000000,7.973762,8.607009,12,10000.000000,759.896364,0.075990
SETUP_0000,1,2018-04-19,2018-04-20,C US Equity,1,long,call,70.280000,70.280000,70.000000,5.000000,5.000000,55.429868,54.922697,1,10000.000000,-50.717084,-0.005072
SETUP_0000,1,2018-04-19,2018-04-20,JPM US Equity,1,long,call,111.720000,111.720000,111.470000,5.000000,5.000000,88.113615,87.481480,1,10000.000000,-63.213493,-0.006321
SETUP_0000,1,2018-04-19,2018-04-20,NKE US Equity,1,long,call,65.730000,65.730000,66.090000,5.000000,5.000000,51.841281,51.922012,1,10000.000000,8.073169,0.000807
SETUP_0000,1,2018-04-19,2018-04-20,XLE US Equity,1,long,call,73.650000,73.650000,73.300000,5.000000,5.000000,58.087788,57.505823,1,10000.000000,-58.196487,-0.005820
SETUP_0000,1,2018-04-23,2018-04-30,AMD US Equity,5,long,call,10.040000,10.040000,10.880000,5.000000,5.000000,7.918553,8.472922,12,10000.000000,665.243092,0.066524
SETUP_0000,1,2018-04-23,2018-04-24,C US Equity,1,long,call,69.480000,69.480000,69.120000,5.000000,5.000000,54.798907,54.223292,1,10000.000000,-57.561543,-0.005756
SETUP_0000,1,2018-04-23,2018-04-24,JPM US Equity,1,long,call,110.930000,110.930000,110.410000,5.000000,5.000000,87.490541,86.620389,1,10000.000000,-87.015269,-0.008702
SETUP_0000,1,2018-04-23,2018-04-24,NKE US Equity,1,long,call,66.880000,66.880000,66.970000,5.000000,5.000000,52.748286,52.583759,1,10000.000000,-16.452776,-0.001645
SETUP_0000,1,2018-04-23,2018-04-24,XLE US Equity,1,long,call,73.750000,73.750000,72.960000,5.000000,5.000000,58.166658,57.191874,1,10000.000000,-97.478459,-0.009748
SETUP_0000,1,2018-11-20,2018-11-27,AMD US Equity,5,long,call,19.210000,19.210000,21.050000,5.000000,5.000000,15.150936,16.419195,6,10000.000000,760.955812,0.076096
SETUP_0000,1,2018-11-20,2018-11-21,C US Equity,1,long,call,62.530000,62.530000,62.870000,5.000000,5.000000,49.317439,49.392032,2,10000.000000,14.918493,0.001492
SETUP_0000,1,2018-11-20,2018-11-21,JPM US Equity,1,long,call,108.450000,108.450000,107.640000,5.000000,5.000000,85.534564,84.414796,1,10000.000000,-111.976838,-0.011198
SETUP_0000,1,2018-11-20,2018-11-21,NKE US Equity,1,long,call,71.120000,71.120000,72.370000,5.000000,5.000000,56.092376,56.948455,1,10000.000000,85.607913,0.008561
SETUP_0000,1,2018-11-20,2018-11-21,XLE US Equity,1,long,call,64.960000,64.960000,65.980000,5.000000,5.000000,51.233981,51.907114,1,10000.000000,67.313292,0.006731
SETUP_0000,1,2019-08-15,2019-08-22,AMD US Equity,5,long,call,29.670000,29.670000,31.900000,5.000000,5.000000,23.400742,24.814189,4,10000.000000,565.378458,0.056538
SETUP_0000,1,2019-08-15,2019-08-16,C US Equity,1,long,call,61.320000,61.320000,63.480000,5.000000,5.000000,48.363112,50.069239,2,10000.000000,341.225451,0.034123
SETUP_0000,1,2019-08-15,2019-08-16,JPM US Equity,1,long,call,105.200000,105.200000,107.720000,5.000000,5.000000,82.971288,84.837506,1,10000.000000,186.621842,0.018662
SETUP_0000,1,2019-08-15,2019-08-16,NKE US Equity,1,long,call,79.510000,79.510000,80.280000,5.000000,5.000000,62.709573,63.105990,1,10000.000000,39.641719,0.003964
SETUP_0000,1,2019-08-15,2019-08-16,XLE US Equity,1,long,call,56.280000,56.280000,57.020000,5.000000,5.000000,44.388061,44.842836,2,10000.000000,90.954857,0.009095
SETUP_0000,1,2020-05-07,2020-05-14,AMD US Equity,5,long,call,51.950000,51.950000,54.510000,5.000000,5.000000,40.972989,42.251673,2,10000.000000,255.736962,0.025574
SETUP_0000,1,2020-05-07,2020-05-08,C US Equity,1,long,call,44.640000,44.640000,46.320000,5.000000,5.000000,35.207588,36.545900,2,10000.000000,267.662445,0.026766
SETUP_0000,1,2020-05-07,2020-05-08,JPM US Equity,1,long,call,91.210000,91.210000,92.700000,5.000000,5.000000,71.937368,72.934187,1,10000.000000,99.681910,0.009968
SETUP_0000,1,2020-05-07,2020-05-08,NKE US Equity,1,long,call,88.560000,88.560000,90.460000,5.000000,5.000000,69.847312,71.220370,1,10000.000000,137.305779,0.013731
SETUP_0000,1,2020-05-07,2020-05-08,XLE US Equity,1,long,call,37.090000,37.090000,38.780000,5.000000,5.000000,29.252900,30.628272,3,10000.000000,412.611800,0.041261
SETUP_0000,1,2020-05-13,2020-05-20,AMD US Equity,5,long,call,52.180000,52.180000,56.390000,5.000000,5.000000,41.154390,43.896860,2,10000.000000,548.494161,0.054849
SETUP_0000,1,2020-05-13,2020-05-14,C US Equity,1,long,call,40.600000,40.600000,42.060000,5.000000,5.000000,32.021238,33.177597,3,10000.000000,346.907448,0.034691
