setup_id,fold,rank,sharpe_lb,sharpe_median,omega_ratio,support,annualized_return,volatility,max_drawdown,best_performing_ticker,entry_direction,first_trigger_date,last_trigger_date,chosen_tickers,chosen_horizons,num_selected_tickers,trades_count,sum_capital_allocated,sum_pnl_dollars,avg_pnl_per_trade_dollars,avg_pnl_per_trade_pct,portfolio_total_return_pct,portfolio_total_pnl_dollars_on_base,description,signal_ids
SETUP_0023,5,1,4.106841,9.069038,3.396726,30.000000,0.000000,0.814671,-0.167441,TSLA US Equity,long,2020-01-09,2022-12-14,"TSLA US Equity, MSTR US Equity, COIN US Equity, JPM US Equity, XLRE US Equity","{'TSLA US Equity': 3, 'MSTR US Equity': 3, 'COIN US Equity': 5, 'JPM US Equity': 1, 'XLRE US Equity': 1}",5,95,950000.000000,16522.134440,173.917205,0.017392,0.742391,74239.119721,MSFT US Equity_tw_pub_z_30d is_high AND BMY US Equity_px_range_polarity_z_60d is_low,"SIG_00956, SIG_01673"
SETUP_0024,5,1,3.909555,8.010731,3.254858,35.000000,0.000000,1.443677,-0.199960,TSLA US Equity,long,2020-01-01,2022-10-27,"AAPL US Equity, MSTR US Equity, COIN US Equity, AMD US Equity, TSLA US Equity","{'AAPL US Equity': 21, 'MSTR US Equity': 3, 'COIN US Equity': 5, 'AMD US Equity': 10, 'TSLA US Equity': 21}",5,103,1030000.000000,50926.775922,494.434718,0.049443,2.734059,273405.883260,NKE US Equity_open_interest_call_pctchg_3d_z_60d is_low AND MSFT US Equity_tw_pub_z_30d is_high,"SIG_01822, SIG_00956"
SETUP_0026,5,1,2.671851,6.733977,3.318346,59.000000,0.000000,1.168588,-0.167857,TSLA US Equity,long,2020-03-11,2022-08-15,"TSLA US Equity, COIN US Equity, AMD US Equity, XLE US Equity, JPM US Equity","{'TSLA US Equity': 21, 'COIN US Equity': 1, 'AMD US Equity': 1, 'XLE US Equity': 10, 'JPM US Equity': 1}",5,211,2110000.000000,64724.990140,306.753508,0.030675,3.351231,335123.086344,AMZN US Equity_realized_vol_21d is_high AND QQQ US Equity_tw_pub_z_30d is_high,"SIG_00768, SIG_00546"
SETUP_0025,5,1,-0.981382,6.904110,4.257743,36.000000,0.000000,0.964939,-0.179134,TSLA US Equity,long,2020-01-01,2022-09-26,"TSLA US Equity, MSTR US Equity, GOOGL US Equity, BMY US Equity, PLTR US Equity","{'TSLA US Equity': 21, 'MSTR US Equity': 3, 'GOOGL US Equity': 1, 'BMY US Equity': 1, 'PLTR US Equity': 5}",5,136,1360000.000000,49005.231595,360.332585,0.036033,2.022147,202214.717878,MSFT US Equity_tw_pub_z_30d is_high AND LLY US Equity_vs_SPY US Equity_beta_px_60d_z_120d z_breakout_neg,"SIG_00956, SIG_02777"
SETUP_0027,6,1,9.568792,15.718099,17.958570,11.000000,0.000000,0.829026,-0.006038,MSTR US Equity,long,2020-07-14,2022-05-23,"MSTR US Equity, C US Equity, PLTR US Equity, NKE US Equity, JPM US Equity","{'MSTR US Equity': 10, 'C US Equity': 1, 'PLTR US Equity': 10, 'NKE US Equity': 10, 'JPM US Equity': 10}",5,49,490000.000000,21500.097782,438.777506,0.043878,0.619658,61965.792736,MSFT US Equity_oi_callput_skew_z_60d z_breakout_pos AND SPX Index_options_vs_equity_flow_z_60d is_high,"SIG_01006, SIG_02163"
SETUP_0028,6,1,8.872615,11.823577,31.850926,12.000000,0.000000,0.632775,-0.013637,AMD US Equity,long,2020-07-17,2023-05-15,"MSTR US Equity, AMD US Equity, PLTR US Equity, GOOGL US Equity, XLC US Equity","{'MSTR US Equity': 3, 'AMD US Equity': 10, 'PLTR US Equity': 3, 'GOOGL US Equity': 1, 'XLC US Equity': 1}",5,51,510000.000000,19006.005814,372.666781,0.037267,0.499601,49960.054145,EUR Curncy_px_range_polarity_z_60d is_low AND MSTR US Equity_options_total_volume_spike_z_30d z_breakout_pos,"SIG_02455, SIG_01985"
SETUP_0029,6,1,6.525112,11.161151,7.730346,31.000000,0.000000,1.672900,-0.174959,MSTR US Equity,long,2020-07-01,2023-03-20,"MSTR US Equity, COIN US Equity, AMD US Equity, AMZN US Equity, JPM US Equity","{'MSTR US Equity': 10, 'COIN US Equity': 1, 'AMD US Equity': 5, 'AMZN US Equity': 3, 'JPM US Equity': 3}",5,90,900000.000000,52964.455670,588.493952,0.058849,5.583853,558385.318041,AMD US Equity_tw_pub_z_30d is_high AND WMT US Equity_turnover_minus_volume_z_60d is_low,"SIG_01568, SIG_01878"
SETUP_0030,6,1,2.316407,7.166637,3.575247,53.000000,0.000000,1.325911,-0.356535,TSLA US Equity,long,2020-07-15,2023-06-15,"COIN US Equity, AMZN US Equity, MSTR US Equity, TSLA US Equity, AAPL US Equity","{'COIN US Equity': 1, 'AMZN US Equity': 1, 'MSTR US Equity': 3, 'TSLA US Equity': 21, 'AAPL US Equity': 5}",5,95,950000.000000,58069.025200,611.252897,0.061125,5.049276,504927.570395,AMD US Equity_tw_pub_z_30d is_high AND MSFT US Equity_tw_pub_z_30d is_high,"SIG_01568, SIG_00956"
SETUP_0031,7,1,20.781222,31.198860,60.938861,10.000000,0.000000,0.267673,-0.004102,MSTR US Equity,long,2021-03-25,2023-08-28,"MSTR US Equity, XLC US Equity, PLTR US Equity, C US Equity, XLE US Equity","{'MSTR US Equity': 10, 'XLC US Equity': 5, 'PLTR US Equity': 5, 'C US Equity': 1, 'XLE US Equity': 1}",5,50,500000.000000,12334.366604,246.687332,0.024669,0.274223,27422.345548,XLE US Equity_oi_callput_skew_z_60d z_breakout_neg AND AMD US Equity_tw_pub_z_30d is_high,"SIG_00063, SIG_01568"
SETUP_0032,7,1,15.759479,22.006242,22.897123,16.000000,0.000000,0.717094,-0.037272,AMD US Equity,long,2021-10-07,2023-06-07,"AMD US Equity, GOOGL US Equity, COIN US Equity, AMZN US Equity, NKE US Equity","{'AMD US Equity': 10, 'GOOGL US Equity': 5, 'COIN US Equity': 1, 'AMZN US Equity': 3, 'NKE US Equity': 1}",5,50,500000.000000,18704.440339,374.088807,0.037409,1.196079,119607.853135,DXY Curncy_vs_SPY US Equity_beta_px_60d_z_120d is_high AND MSTR US Equity_options_total_volume_spike_z_30d z_breakout_pos,"SIG_03002, SIG_01985"
SETUP_0034,7,1,0.281691,4.836826,2.307412,25.000000,0.000000,0.357830,-0.052502,COIN US Equity,long,2021-04-16,2023-11-30,"NKE US Equity, COIN US Equity, AMZN US Equity, AMD US Equity, GOOGL US Equity","{'NKE US Equity': 3, 'COIN US Equity': 1, 'AMZN US Equity': 1, 'AMD US Equity': 1, 'GOOGL US Equity': 1}",5,84,840000.000000,5940.253572,70.717304,0.007072,0.181554,18155.401606,EUR Curncy_px_trend_5_20_z_60d is_high AND XLK US Equity_iv_call3m_shock_1d_z_30d is_high,"SIG_02450, SIG_00112"
SETUP_0035,7,1,-0.012073,4.050358,2.325321,30.000000,0.000000,0.849453,-0.154516,MSTR US Equity,long,2021-01-27,2023-11-22,"MSTR US Equity, GOOGL US Equity, COIN US Equity, NKE US Equity, XLC US Equity","{'MSTR US Equity': 3, 'GOOGL US Equity': 1, 'COIN US Equity': 10, 'NKE US Equity': 1, 'XLC US Equity': 1}",5,130,1300000.000000,21240.049362,163.384995,0.016338,0.626946,62694.558111,BMY US Equity_px_range_polarity_z_60d is_low AND MSFT US Equity_tw_pub_z_30d is_high,"SIG_01673, SIG_00956"
SETUP_0038,7,1,-1.949709,1.810406,1.323106,47.000000,0.000000,0.431932,-0.125369,MSTR US Equity,long,2022-02-08,2023-11-13,"JPM US Equity, MSTR US Equity, AMD US Equity, NKE US Equity, XLE US Equity","{'JPM US Equity': 5, 'MSTR US Equity': 1, 'AMD US Equity': 1, 'NKE US Equity': 1, 'XLE US Equity': 1}",5,189,1890000.000000,5864.687002,31.030090,0.003103,0.136432,13643.177646,AMZN US Equity_realized_vol_21d is_high AND EUR Curncy_px_trend_5_20_z_60d is_high,"SIG_00768, SIG_02450"
SETUP_0036,7,1,-2.079854,2.083016,1.481151,35.000000,0.000000,0.446978,-0.118754,MSTR US Equity,long,2022-02-23,2023-02-22,"XLE US Equity, NKE US Equity, MSTR US Equity, COIN US Equity, WMT US Equity","{'XLE US Equity': 1, 'NKE US Equity': 1, 'MSTR US Equity': 1, 'COIN US Equity': 1, 'WMT US Equity': 1}",5,156,1560000.000000,7294.591728,46.760203,0.004676,0.152862,15286.184108,AMZN US Equity_realized_vol_21d is_high AND NKE US Equity_open_interest_call_pctchg_3d_z_60d is_low,"SIG_00768, SIG_01822"
SETUP_0037,7,1,-2.668188,2.075138,1.494876,35.000000,0.000000,0.436464,-0.118564,MSTR US Equity,long,2022-02-23,2023-02-22,"XLE US Equity, NKE US Equity, COIN US Equity, MSTR US Equity, XLP US Equity","{'XLE US Equity': 1, 'NKE US Equity': 1, 'COIN US Equity': 1, 'MSTR US Equity': 1, 'XLP US Equity': 1}",5,156,1560000.000000,7315.813723,46.896242,0.004690,0.153418,15341.834989,AMZN US Equity_realized_vol_21d is_high AND NKE US Equity_open_interest_call_pctchg_3d_z_60d is_low,"SIG_00768, SIG_01822"
SETUP_0039,7,1,-4.881783,-1.485532,0.852305,55.000000,0.000000,0.901421,-0.479028,AAPL US Equity,long,2021-01-08,2022-08-12,"AAPL US Equity, XLE US Equity, AMD US Equity, MSTR US Equity, AMZN US Equity","{'AAPL US Equity': 1, 'XLE US Equity': 3, 'AMD US Equity': 3, 'MSTR US Equity': 5, 'AMZN US Equity': 1}",5,174,1740000.000000,-2354.712216,-13.532829,-0.001353,-0.235282,-23528.233334,MSFT US Equity_open_interest_call_pctchg_3d_z_60d is_high AND QQQ US Equity_tw_pub_z_30d is_high,"SIG_01008, SIG_00546"
SETUP_0033,7,1,-7.424762,5.751436,2.855787,22.000000,0.000000,1.064173,-0.238692,MSTR US Equity,long,2021-01-13,2023-06-16,"GOOGL US Equity, MSTR US Equity, PLTR US Equity, BMY US Equity, XLC US Equity","{'GOOGL US Equity': 5, 'MSTR US Equity': 10, 'PLTR US Equity': 1, 'BMY US Equity': 1, 'XLC US Equity': 1}",5,105,1050000.000000,28657.877935,272.932171,0.027293,0.631300,63129.984513,GOOGL US Equity_vs_SPY US Equity_corr_delta_fisher_20_60_z_60d z_breakout_pos AND AMD US Equity_tw_pub_z_30d is_high,"SIG_02736, SIG_01568"
SETUP_0040,7,1,-27.896805,-24.574906,0.008304,79.000000,0.000000,0.043471,-0.280765,COIN US Equity,short,2021-02-10,2023-05-26,"COIN US Equity, MSTR US Equity, PLTR US Equity, AMD US Equity, GOOGL US Equity","{'COIN US Equity': 1, 'MSTR US Equity': 1, 'PLTR US Equity': 1, 'AMD US Equity': 1, 'GOOGL US Equity': 1}",5,332,3320000.000000,-14087.161261,-42.431209,-0.004243,-0.281784,-28178.375115,XLP US Equity_vol90d_regime_z_120d is_low AND XLK US Equity_vs_SPY US Equity_beta_px_60d_z_120d is_low,"SIG_00451, SIG_02635"
SETUP_0041,8,1,14.255162,17.785860,40.928726,12.000000,0.000000,0.344738,-0.005385,MSTR US Equity,long,2022-01-24,2024-06-24,"MSTR US Equity, C US Equity, XLE US Equity, WMT US Equity, COIN US Equity","{'MSTR US Equity': 10, 'C US Equity': 1, 'XLE US Equity': 1, 'WMT US Equity': 1, 'COIN US Equity': 3}",5,56,560000.000000,14510.810101,259.121609,0.025912,0.337275,33727.542455,XLE US Equity_oi_callput_skew_z_60d z_breakout_neg AND AMD US Equity_tw_pub_z_30d is_high,"SIG_00063, SIG_01568"
SETUP_0042,8,1,11.593226,19.242493,12.906610,14.000000,0.000000,0.477244,-0.026798,MSTR US Equity,long,2022-05-23,2023-04-03,"MSTR US Equity, XLC US Equity, NKE US Equity, AMZN US Equity, PLTR US Equity","{'MSTR US Equity': 10, 'XLC US Equity': 5, 'NKE US Equity': 3, 'AMZN US Equity': 3, 'PLTR US Equity': 3}",5,70,700000.000000,19789.789885,282.711284,0.028271,0.468869,46886.941669,EUR Curncy_px_trend_5_20_z_60d is_high AND XLE US Equity_oi_callput_skew_z_60d z_breakout_neg,"SIG_02450, SIG_00063"
SETUP_0045,8,1,5.382272,9.610396,4.575073,28.000000,0.000000,0.228168,-0.018129,COIN US Equity,long,2021-07-30,2024-03-22,"COIN US Equity, NKE US Equity, AMZN US Equity, XLE US Equity, C US Equity","{'COIN US Equity': 1, 'NKE US Equity': 1, 'AMZN US Equity': 5, 'XLE US Equity': 1, 'C US Equity': 1}",5,97,970000.000000,8622.208742,88.888750,0.008889,0.232986,23298.576493,AMD US Equity_tw_pub_z_30d is_high AND BMY US Equity_px_range_polarity_z_60d is_low,"SIG_01568, SIG_01673"
SETUP_0046,8,1,3.162971,9.018162,3.956016,30.000000,0.000000,2.121907,-0.291923,ARM US Equity,long,2021-10-25,2024-05-27,"ARM US Equity, COIN US Equity, MSTR US Equity, AMD US Equity, AMZN US Equity","{'ARM US Equity': 21, 'COIN US Equity': 3, 'MSTR US Equity': 10, 'AMD US Equity': 3, 'AMZN US Equity': 3}",5,87,870000.000000,59694.418158,686.142737,0.068614,3.918432,391843.234999,AMD US Equity_tw_pub_z_30d is_high AND C US Equity_realized_vol_21d is_low,"SIG_01568, SIG_01296"
SETUP_0047,8,1,3.099804,8.529042,4.685109,48.000000,0.000000,1.795839,-0.262667,ARM US Equity,long,2021-07-02,2024-05-02,"ARM US Equity, AMZN US Equity, COIN US Equity, MSTR US Equity, GOOGL US Equity","{'ARM US Equity': 21, 'AMZN US Equity': 1, 'COIN US Equity': 10, 'MSTR US Equity': 5, 'GOOGL US Equity': 3}",5,113,1130000.000000,78170.448749,691.773883,0.069177,12.040602,1204060.211423,AMD US Equity_tw_pub_z_30d is_high AND MSFT US Equity_tw_pub_z_30d is_high,"SIG_01568, SIG_00956"
