setup_id,fold,rank,sharpe_lb,sharpe_median,omega_ratio,support,best_performing_ticker,entry_direction,annualized_return,volatility,max_drawdown,first_trigger_date,last_trigger_date,description,signal_ids
SETUP_0014,1,1,15.5973,18.8315,43.4960,95.0000,TSLA US Equity,long,0.0000,0.4246,-0.0532,2020-03-17,2020-08-04,EEM US Equity_realized_vol_21d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00809, SIG_00889"
SETUP_0015,1,1,14.3201,18.7407,21.6837,100.0000,BTC Index,long,0.0000,0.2173,-0.0577,2019-03-29,2020-12-24,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00994, SIG_00873"
SETUP_0017,1,1,11.9019,16.4097,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00873, SIG_00889"
SETUP_0016,1,1,8.5348,11.7859,12.2985,102.0000,BTC Index,long,0.0000,0.4558,-0.1177,2019-03-29,2020-12-16,RTY Index_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01097, SIG_00873"
SETUP_0018,1,1,7.3171,11.0354,5.9823,150.0000,TSLA US Equity,long,150.3274,0.4906,-0.2018,2019-04-25,2020-12-30,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND QQQ US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00873, SIG_00922"
SETUP_0019,1,1,0.3808,4.2821,1.9598,163.0000,TSLA US Equity,long,13.7249,0.7088,-0.8215,2019-12-10,2020-09-03,AMZN US Equity_vs_SPY US Equity_beta_px_60d is_low AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00945, SIG_00873"
SETUP_0020,1,1,-10.9401,-7.2470,0.3081,170.0000,TSLA US Equity,short,-0.9788,0.5118,-0.9685,2018-02-13,2020-12-30,XLK US Equity_vs_SPY US Equity_beta_px_60d is_low AND QQQ US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00882, SIG_00922"
SETUP_0021,2,1,62.7995,91.4613,999.0000,12.0000,TSLA US Equity,long,0.0000,0.0877,0.0000,2018-08-01,2020-01-10,AMD US Equity_realized_vol_21d z_breakout_pos AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00459, SIG_00994"
SETUP_0022,2,1,62.7995,91.4613,999.0000,12.0000,TSLA US Equity,long,0.0000,0.0877,0.0000,2018-08-01,2020-01-10,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND AMD US Equity_realized_vol_21d z_breakout_pos,"SIG_00994, SIG_00459"
SETUP_0024,2,1,48.1183,58.2929,999.0000,26.0000,PLTR US Equity,long,0.0000,0.1170,0.0000,2019-11-06,2021-01-21,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND BMY US Equity_px_zscore_90d is_very_high_z,"SIG_00873, SIG_00475"
SETUP_0026,2,1,43.2720,51.3283,999.0000,41.0000,AMD US Equity,long,0.0000,0.1328,0.0000,2019-11-08,2020-07-24,HG1 Comdty_px_zscore_90d is_very_high_z AND USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_01111"
SETUP_0027,2,1,41.6734,47.8797,999.0000,48.0000,TSLA US Equity,long,0.0000,0.1427,0.0000,2019-11-08,2021-01-11,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00984, SIG_00843"
SETUP_0028,2,1,38.5287,45.7792,999.0000,49.0000,BTC Index,long,0.0000,0.1564,0.0000,2019-11-08,2020-12-24,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00994, SIG_00843"
SETUP_0029,2,1,28.0601,33.2034,999.0000,51.0000,TSLA US Equity,long,0.0000,0.1981,0.0000,2018-07-18,2020-12-24,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND BMY US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00994, SIG_01020"
SETUP_0032,2,1,27.3919,32.5700,389.1763,73.0000,BTC Index,long,0.0000,0.1921,-0.0030,2018-07-16,2021-06-29,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_00994, SIG_00333"
SETUP_0030,2,1,25.2562,33.5448,721.4158,53.0000,TSLA US Equity,long,0.0000,0.1376,-0.0013,2018-08-15,2020-01-24,JPM US Equity_realized_vol_21d is_low AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00363, SIG_00984"
SETUP_0023,2,1,22.5134,25.7993,3415.0066,14.0000,TSLA US Equity,long,0.0000,0.2079,-0.0001,2020-01-13,2021-02-04,HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos AND JPM US Equity_put_call_ratio_zscore_20d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01169, SIG_00370, SIG_00873"
SETUP_0034,2,1,21.7433,27.3251,113.9365,74.0000,AMD US Equity,long,0.0000,0.1513,-0.0040,2018-07-02,2020-01-30,HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos AND RTY Index_realized_vol_21d is_low,"SIG_01169, SIG_00682"
SETUP_0039,2,1,21.4371,25.5385,89.4518,85.0000,TSLA US Equity,long,0.0000,0.2016,-0.0107,2018-07-16,2021-02-01,HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_01169, SIG_00994"
SETUP_0035,2,1,21.3125,26.1722,154.7939,75.0000,PLTR US Equity,long,0.0000,0.1755,-0.0039,2018-07-13,2021-02-05,HG1 Comdty_vs_SPY US Equity_beta_px_60d z_breakout_pos AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_01169, SIG_00333"
SETUP_0037,2,1,21.2250,27.1760,92.4261,79.0000,BTC Index,long,0.0000,0.2212,-0.0112,2019-02-01,2021-06-29,LLY US Equity_px_zscore_90d is_very_high_z AND EEM US Equity_px_zscore_90d is_high,"SIG_00333, SIG_00801"
SETUP_0033,2,1,20.4858,26.2806,513.0545,73.0000,BTC Index,long,0.0000,0.1958,-0.0023,2019-03-06,2021-01-27,WMT US Equity_vs_SPY US Equity_beta_px_60d z_breakout_neg AND EEM US Equity_px_zscore_90d is_high,"SIG_01050, SIG_00801"
SETUP_0036,2,1,20.4172,25.5615,202.5101,75.0000,BTC Index,long,0.0000,0.2033,-0.0056,2018-08-02,2021-01-29,AAPL US Equity_px_zscore_90d is_high AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_00307, SIG_00333"
SETUP_0038,2,1,20.0254,25.2062,673.7920,79.0000,BTC Index,long,0.0000,0.2165,-0.0020,2019-01-28,2021-06-29,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND EEM US Equity_px_zscore_90d is_high,"SIG_00994, SIG_00801"
SETUP_0040,2,1,19.6550,26.5897,32.9752,100.0000,TSLA US Equity,long,0.0000,0.2033,-0.0516,2018-07-16,2021-02-01,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_00984, SIG_00333"
SETUP_0041,2,1,18.7428,23.8770,41.5871,111.0000,TSLA US Equity,long,0.0000,0.2117,-0.0369,2018-07-16,2021-02-01,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00984, SIG_00994"
SETUP_0025,2,1,16.3106,20.4961,18331.1842,33.0000,BTC Index,long,0.0000,0.3141,-0.0000,2018-12-25,2021-03-23,USGG2YR Index_realized_vol_21d z_breakout_pos AND LLY US Equity_vol_turnover_zscore_60d is_low,"SIG_00743, SIG_00336"
SETUP_0031,2,1,15.9725,20.3731,999.0000,58.0000,PLTR US Equity,long,0.0000,0.3145,0.0000,2019-02-04,2021-06-29,QQQ US Equity_vs_SPY US Equity_corr_px_20d z_breakout_neg AND EEM US Equity_px_zscore_90d is_high,"SIG_00920, SIG_00801"
SETUP_0042,2,1,12.1636,16.6985,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01111, SIG_00889"
SETUP_0043,2,1,11.9420,17.4909,8.9982,147.0000,BTC Index,long,107.9915,0.2980,-0.2012,2019-03-18,2021-02-22,EEM US Equity_px_zscore_90d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00801, SIG_00873"
SETUP_0044,2,1,9.9223,13.8500,8.8433,160.0000,PLTR US Equity,long,377.8851,0.4487,-0.2003,2018-07-20,2021-02-01,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLK US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00984, SIG_00882"
SETUP_0045,2,1,8.9127,13.1184,7.2250,188.0000,TSLA US Equity,long,29.5182,0.2707,-0.1800,2018-08-02,2021-01-28,AAPL US Equity_px_zscore_90d is_very_high_z AND AAPL US Equity_px_zscore_90d is_high,"SIG_00309, SIG_00307"
SETUP_0046,2,1,3.4555,7.8900,3.3884,217.0000,TSLA US Equity,long,58.0562,0.5595,-0.7000,2019-04-26,2021-02-01,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00873, SIG_00984"
SETUP_0047,2,1,2.7617,7.2008,3.1958,222.0000,TSLA US Equity,long,35.9500,0.5454,-0.7002,2018-08-16,2021-02-01,USGG10YR Index_vs_SPY US Equity_beta_px_60d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01111, SIG_00984"
SETUP_0048,3,1,47.5069,62.8629,999.0000,10.0000,BTC Index,long,0.0000,0.1463,0.0000,2019-03-25,2021-07-20,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND QQQ US Equity_vol_turnover_zscore_60d is_very_high_z,"SIG_00994, SIG_00174"
SETUP_0049,3,1,47.4426,54.5521,999.0000,19.0000,AMD US Equity,long,0.0000,0.1359,0.0000,2020-06-30,2020-07-24,HG1 Comdty_px_zscore_90d is_very_high_z AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00843, SIG_00889"
SETUP_0051,3,1,46.3600,51.9490,999.0000,38.0000,AMD US Equity,long,0.0000,0.1528,0.0000,2019-12-23,2021-10-21,HG1 Comdty_px_zscore_90d is_very_high_z AND QQQ US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00843, SIG_00922"
SETUP_0052,3,1,38.3424,45.7612,999.0000,49.0000,BTC Index,long,0.0000,0.1564,0.0000,2019-11-08,2020-12-24,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00994, SIG_00843"
SETUP_0053,3,1,30.6700,34.9819,999.0000,50.0000,BTC Index,long,0.0000,0.2397,0.0000,2020-06-30,2021-03-16,C US Equity_realized_vol_21d is_high AND HG1 Comdty_px_zscore_90d is_very_high_z,"SIG_00386, SIG_00843"
SETUP_0054,3,1,28.5711,34.1053,999.0000,52.0000,BTC Index,long,0.0000,0.2021,0.0000,2019-01-23,2021-08-05,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND BMY US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00994, SIG_01020"
SETUP_0057,3,1,25.6040,32.0104,77.6126,68.0000,TSLA US Equity,long,0.0000,0.1568,-0.0107,2019-03-06,2021-08-23,BMY US Equity_px_zscore_90d is_high AND LLY US Equity_px_zscore_90d is_very_high_z,"SIG_00473, SIG_00333"
SETUP_0055,3,1,24.1982,31.1040,128.9350,58.0000,TSLA US Equity,long,0.0000,0.2111,-0.0114,2020-05-28,2021-02-01,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND C US Equity_realized_vol_21d is_high,"SIG_00994, SIG_00386"
SETUP_0059,3,1,24.0168,29.3136,134.9580,71.0000,PLTR US Equity,long,0.0000,0.1752,-0.0072,2019-10-18,2021-08-24,TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low AND BMY US Equity_px_zscore_90d is_high,"SIG_00937, SIG_00473"
SETUP_0056,3,1,21.6536,25.6323,999.0000,60.0000,PLTR US Equity,long,0.0000,0.2529,0.0000,2019-03-06,2021-01-26,EEM US Equity_px_zscore_90d is_high AND BMY US Equity_px_zscore_90d is_high,"SIG_00801, SIG_00473"
SETUP_0061,3,1,20.9798,26.2323,40.6565,104.0000,BTC Index,long,0.0000,0.2206,-0.0197,2019-03-21,2021-11-05,LLY US Equity_px_zscore_90d is_very_high_z AND TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00333, SIG_00937"
SETUP_0060,3,1,20.6646,26.2775,93.8440,80.0000,BTC Index,long,0.0000,0.2209,-0.0110,2019-02-01,2021-06-30,LLY US Equity_px_zscore_90d is_very_high_z AND EEM US Equity_px_zscore_90d is_high,"SIG_00333, SIG_00801"
SETUP_0050,3,1,19.4617,23.1530,1154.0253,37.0000,TSLA US Equity,long,0.0000,0.5391,-0.0015,2020-03-17,2020-05-28,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND BTC Index_realized_vol_21d is_high,"SIG_00889, SIG_00614"
SETUP_0058,3,1,18.5912,23.6345,999.0000,70.0000,PLTR US Equity,long,0.0000,0.2116,0.0000,2019-01-28,2021-01-15,EEM US Equity_px_zscore_90d is_high AND WMT US Equity_realized_vol_21d is_low,"SIG_00801, SIG_00548"
SETUP_0062,3,1,16.4991,20.2420,48.2822,105.0000,TSLA US Equity,long,0.0000,0.4048,-0.0520,2020-03-17,2020-08-10,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_realized_vol_21d is_high,"SIG_00889, SIG_00386"
SETUP_0063,3,1,14.7972,19.8006,14.8751,108.0000,BTC Index,long,0.0000,0.2664,-0.0559,2019-04-01,2021-12-30,LLY US Equity_px_zscore_90d is_very_high_z AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00333, SIG_00873"
SETUP_0064,3,1,14.3745,18.7957,19.2633,130.0000,BTC Index,long,105.7640,0.2593,-0.0577,2019-03-29,2021-09-28,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00873, SIG_00994"
SETUP_0065,3,1,11.5304,17.8265,8.9982,147.0000,BTC Index,long,107.9915,0.2980,-0.2012,2019-03-18,2021-02-22,EEM US Equity_px_zscore_90d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00801, SIG_00873"
SETUP_0066,3,1,8.2003,13.9407,6.5177,158.0000,BTC Index,long,367.0557,0.5159,-0.3796,2020-02-28,2021-02-15,C US Equity_realized_vol_21d is_high AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00386, SIG_00873"
SETUP_0068,3,1,7.9144,11.0365,5.3428,274.0000,BTC Index,long,82.6111,0.4265,-0.2207,2019-04-25,2021-12-08,QQQ US Equity_vs_SPY US Equity_beta_px_60d is_low AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00922, SIG_00873"
SETUP_0067,3,1,7.4871,11.3452,5.6604,207.0000,TSLA US Equity,long,22.6072,0.2881,-0.1735,2019-03-22,2021-12-30,AAPL US Equity_px_zscore_90d is_very_high_z AND AAPL US Equity_px_zscore_90d is_high,"SIG_00309, SIG_00307"
SETUP_0069,4,1,57.6481,64.9458,999.0000,12.0000,AMD US Equity,long,0.0000,0.0943,0.0000,2020-07-07,2020-07-22,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XAU Curncy_realized_vol_21d z_breakout_neg,"SIG_00889, SIG_00864"
SETUP_0070,4,1,48.2446,55.9996,999.0000,18.0000,AMD US Equity,long,0.0000,0.1493,0.0000,2020-07-14,2020-08-06,JPM US Equity_realized_vol_21d is_high AND JPM US Equity_realized_vol_21d z_breakout_neg,"SIG_00362, SIG_00365"
SETUP_0071,4,1,37.8914,45.0956,999.0000,23.0000,TSLA US Equity,long,0.0000,0.1777,0.0000,2020-06-01,2020-12-08,JPM US Equity_realized_vol_21d is_high AND XLK US Equity_vs_SPY US Equity_corr_px_20d is_low,"SIG_00362, SIG_00878"
SETUP_0073,4,1,33.8779,40.0982,999.0000,41.0000,TSLA US Equity,long,0.0000,0.1703,0.0000,2020-05-05,2020-08-12,WMT US Equity_vs_SPY US Equity_corr_px_20d is_low AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01044, SIG_00889"
SETUP_0078,4,1,25.3425,31.9315,71.3141,80.0000,PLTR US Equity,long,0.0000,0.2024,-0.0242,2019-11-18,2021-01-27,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND WMT US Equity_vs_SPY US Equity_corr_px_20d is_low,"SIG_00984, SIG_01044"
SETUP_0076,4,1,24.9979,33.0519,130.6683,58.0000,BTC Index,long,0.0000,0.1973,-0.0114,2019-12-17,2021-01-05,EUR Curncy_px_zscore_90d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00785, SIG_00994"
SETUP_0074,4,1,18.4348,24.2567,502.6615,42.0000,COIN US Equity,long,0.0000,0.2107,-0.0016,2019-10-30,2021-09-28,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND JPM US Equity_px_zscore_90d is_high,"SIG_00994, SIG_00354"
SETUP_0080,4,1,18.3528,23.6844,32.5487,106.0000,TSLA US Equity,long,0.0000,0.2426,-0.0389,2019-11-06,2021-09-28,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00994, SIG_00873"
SETUP_0077,4,1,16.6884,20.9770,80.6227,74.0000,TSLA US Equity,long,0.0000,0.2162,-0.0078,2019-10-30,2021-08-25,MSFT US Equity_px_zscore_90d is_very_high_z AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00285, SIG_00994"
SETUP_0075,4,1,16.6260,20.1114,147.9807,47.0000,TSLA US Equity,long,0.0000,0.5284,-0.0105,2020-03-17,2020-05-20,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND NDX Index_realized_vol_21d is_high,"SIG_00889, SIG_00658"
SETUP_0079,4,1,16.3316,19.8864,47.4570,103.0000,TSLA US Equity,long,0.0000,0.4081,-0.0524,2020-03-17,2020-08-06,JPM US Equity_realized_vol_21d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00362, SIG_00889"
SETUP_0081,4,1,14.6541,18.7295,14.3876,107.0000,TSLA US Equity,long,0.0000,0.4770,-0.0798,2020-03-10,2020-08-06,JPM US Equity_realized_vol_21d is_high AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00362, SIG_00984"
SETUP_0082,4,1,14.4738,20.2002,15.6268,108.0000,TSLA US Equity,long,0.0000,0.2838,-0.0654,2019-11-06,2021-11-08,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND WMT US Equity_realized_vol_21d is_low,"SIG_00873, SIG_00548"
SETUP_0072,4,1,14.3951,19.9019,2139.0154,23.0000,PLTR US Equity,long,0.0000,0.2710,-0.0002,2019-08-15,2022-02-24,LLY US Equity_vs_SPY US Equity_corr_px_20d z_breakout_pos AND MSFT US Equity_vs_SPY US Equity_corr_px_20d is_high,"SIG_00974, SIG_00956"
SETUP_0083,4,1,11.7473,16.4517,12.1291,123.0000,TSLA US Equity,long,0.0000,0.4444,-0.1900,2020-03-17,2020-09-03,JPM US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00984, SIG_00889"
SETUP_0084,4,1,9.0661,12.4702,7.2028,199.0000,TSLA US Equity,long,176.8229,0.4395,-0.2207,2019-12-23,2021-10-05,NDX Index_vs_SPY US Equity_beta_px_60d is_low AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01088, SIG_00984"
SETUP_0086,4,1,8.0955,11.5299,5.2279,225.0000,TSLA US Equity,long,97.6755,0.4499,-0.2207,2020-03-10,2021-12-07,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND XLK US Equity_vs_SPY US Equity_beta_px_60d is_low,"SIG_00873, SIG_00882"
SETUP_0087,4,1,7.7405,10.9474,5.1225,262.0000,TSLA US Equity,long,96.8186,0.4498,-0.2678,2019-12-23,2021-12-07,NDX Index_vs_SPY US Equity_beta_px_60d is_low AND XLE US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_01088, SIG_00873"
SETUP_0085,4,1,6.5889,10.8411,5.5713,203.0000,TSLA US Equity,long,64.4436,0.4091,-0.3393,2019-11-07,2021-10-05,TSLA US Equity_vs_SPY US Equity_beta_px_60d is_low AND JPM US Equity_vs_SPY US Equity_beta_px_60d is_high,"SIG_00937, SIG_00984"
SETUP_0088,5,1,46.5674,54.8984,999.0000,16.0000,AMD US Equity,long,0.0000,0.1557,0.0000,2020-07-10,2020-07-31,XLRE US Equity_vs_SPY US Equity_beta_px_60d is_high AND HG1 Comdty_realized_vol_21d is_low,"SIG_00889, SIG_00846"
SETUP_0089,5,1,42.1085,53.7522,999.0000,18.0000,COIN US Equity,long,0.0000,0.1734,0.0000,2020-07-28,2022-07-29,BTC Index_frac_diff_px z_breakout_pos AND MXWO Index_realized_vol_21d z_breakout_neg,"SIG_00620, SIG_00708"
SETUP_0092,5,1,36.6839,44.2399,999.0000,42.0000,BTC Index,long,0.0000,0.1805,0.0000,2020-07-16,2021-01-04,MXWO Index_realized_vol_21d z_breakout_neg AND TSLA US Equity_px_zscore_90d is_high,"SIG_00708, SIG_00211"
SETUP_0093,5,1,35.2269,41.3484,999.0000,48.0000,MSTR US Equity,long,0.0000,0.1852,0.0000,2020-07-16,2021-01-04,XLE US Equity_vs_SPY US Equity_beta_px_60d is_high AND MXWO Index_realized_vol_21d z_breakout_neg,"SIG_00873, SIG_00708"
SETUP_0091,5,1,28.2823,33.2157,1729.3126,25.0000,PLTR US Equity,long,0.0000,0.2953,-0.0005,2020-07-28,2022-10-27,BTC Index_frac_diff_px z_breakout_pos AND DXY Curncy_px_zscore_30d is_low,"SIG_00620, SIG_00750"
SETUP_0095,5,1,22.8282,33.2742,49.4614,53.0000,MSTR US Equity,long,0.0000,0.2294,-0.0320,2020-01-01,2021-01-07,DXY Curncy_px_zscore_90d is_very_low_z AND TSLA US Equity_px_zscore_90d is_high,"SIG_00756, SIG_00211"
SETUP_0094,5,1,21.7783,29.2853,90.9008,49.0000,TSLA US Equity,long,0.0000,0.2315,-0.0143,2020-05-28,2022-05-20,XLP US Equity_vs_SPY US Equity_beta_px_60d is_high AND C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos,"SIG_00913, SIG_00994"
SETUP_0096,5,1,19.4046,25.5301,100.1282,59.0000,BTC Index,long,0.0000,0.2385,-0.0132,2020-01-01,2021-08-17,C US Equity_vs_SPY US Equity_beta_px_60d z_breakout_pos AND AAPL US Equity_px_zscore_90d is_high,"SIG_00994, SIG_00307"
